date,TAVG:1:,TMAX:1:,TMIN:1:,PRCP:1:,SMS:1:-2,SMS:1:-4,SMS:1:-8,SMS:1:-20,SMS:1:-40,STO:1:-2,STO:2:-2,STO:1:-4,STO:2:-4,STO:1:-8,STO:2:-8,STO:1:-20,STO:2:-20,STO:1:-40,STO:2:-40,WDIRV:1:,WSPDV:1:,RHENC:1:
2015-04-15,38.1,50.9,27.7,0.0,33.3,37.6,40.7,48.6,53.7,42,43,44,44,44,45,45,45,45,46,265,6.5,63
2015-04-16,45.5,61.2,27.9,0.0,33.0,37.4,40.1,48.6,53.7,46,46,47,47,46,46,45,45,45,46,72,4.0,54
2015-04-17,50.5,67.1,29.3,0.0,32.4,37.1,40.0,48.6,53.7,48,48,49,49,47,48,45,46,45,45,150,4.6,47
2015-04-18,49.1,65.7,30.6,0.0,32.0,36.8,40.0,48.7,53.7,47,47,49,49,48,48,46,46,45,46,301,4.9,40
2015-04-19,50.7,68.5,31.6,0.0,31.9,36.8,39.7,48.4,53.8,49,49,50,50,49,49,47,47,46,46,312,3.5,35
2015-04-20,54.1,70.5,34.5,0.0,31.5,36.4,39.3,46.0,53.8,51,51,52,52,50,51,47,47,46,46,137,4.1,37
2015-04-21,56.7,73.0,36.9,0.0,31.1,36.2,39.0,44.7,53.8,52,52,53,53,51,52,48,48,46,46,209,5.3,37
2015-04-22,45.0,53.8,36.3,0.0,30.4,35.6,38.8,44.2,53.7,47,47,49,49,49,50,48,49,47,47,247,10.4,50
2015-04-23,43.2,53.2,31.3,0.0,30.1,35.6,38.6,43.2,53.9,47,47,47,47,48,48,48,48,47,47,140,6.3,56
2015-04-24,44.1,53.4,34.2,0.0,29.8,35.1,38.4,42.5,53.7,45,46,47,47,48,48,48,48,47,47,235,8.4,53
2015-04-25,41.5,49.1,28.9,0.0,29.9,35.3,38.0,42.5,53.8,45,46,47,47,47,47,47,48,47,47,189,4.9,54
2015-04-26,41.7,57.0,25.5,0.0,29.2,34.8,38.1,41.7,53.9,46,46,48,48,48,48,47,47,47,47,250,3.6,46
2015-04-27,52.2,67.5,29.7,0.0,29.1,34.5,37.6,41.7,53.0,50,50,51,51,49,50,47,48,47,47,109,6.5,42
2015-04-28,62.2,79.3,46.0,0.0,28.6,34.3,37.5,41.8,53.9,53,53,54,54,51,52,48,48,47,47,124,9.0,36
2015-04-29,47.8,56.3,35.8,0.0,27.7,33.7,37.4,41.2,53.8,48,49,50,50,51,51,49,49,47,47,247,9.4,50
2015-04-30,47.5,62.1,30.2,0.0,27.0,33.7,36.8,41.2,53.8,49,49,51,51,51,51,49,49,47,47,201,4.8,46
2015-05-01,56.7,71.6,40.8,0.0,26.6,33.2,36.8,40.7,53.8,52,52,52,53,51,52,49,49,48,48,150,7.2,42
2015-05-02,50.0,64.9,31.8,0.0,25.9,32.9,36.4,40.8,53.8,50,50,52,52,52,52,49,50,48,48,274,4.2,38
2015-05-03,51.6,69.4,27.9,0.0,25.4,32.6,36.5,40.4,54.5,51,52,53,53,52,53,50,50,48,48,33,3.1,32
2015-05-04,58.5,75.2,33.3,0.0,24.7,31.9,35.9,40.5,53.9,53,54,55,54,53,54,50,51,48,48,185,6.6,31
2015-05-05,48.6,58.3,35.2,0.0,23.6,31.4,35.4,40.0,53.7,49,49,51,51,52,52,51,51,49,49,256,9.8,41
2015-05-06,46.4,59.2,27.7,0.0,23.0,31.1,35.3,40.3,54.3,51,51,52,52,52,52,50,51,49,49,321,4.8,39
2015-05-07,51.3,68.2,32.4,0.0,22.7,30.6,35.3,40.0,54.3,52,52,54,54,53,53,51,51,49,49,319,5.4,37
2015-05-08,54.1,70.3,30.6,0.0,21.8,30.4,34.7,39.5,53.7,53,53,55,54,54,54,51,51,49,49,16,4.7,32
2015-05-09,54.5,69.6,34.2,0.0,21.5,30.1,34.7,39.3,54.4,53,54,55,55,55,55,52,52,49,49,21,4.4,31
2015-05-10,56.8,73.6,34.9,0.0,20.6,29.5,34.3,39.5,54.4,54,54,56,55,55,55,52,52,49,50,108,4.6,28
2015-05-11,57.6,70.5,39.4,0.0,20.2,29.5,34.1,38.8,54.4,56,56,56,56,55,55,52,53,50,50,32,3.9,33
2015-05-12,54.0,64.4,47.3,0.45,29.2,33.0,34.1,39.2,53.7,55,55,56,56,55,56,53,53,50,50,284,6.1,48
2015-05-13,46.9,52.5,38.5,0.68,32.0,37.1,38.9,44.4,54.4,51,51,52,52,53,53,53,53,50,50,206,6.1,74
2015-05-14,52.5,64.6,36.9,0.0,30.1,35.7,38.2,42.6,54.4,56,56,57,57,55,55,52,53,50,51,324,3.5,59
2015-05-15,52.7,59.2,42.8,0.34,33.5,38.3,40.0,47.9,54.4,54,54,55,55,54,54,53,53,51,51,226,5.0,64
2015-05-16,54.3,64.8,48.2,0.54,36.3,40.9,45.6,47.6,54.4,54,54,55,55,54,54,53,53,51,51,283,8.5,69
2015-05-17,59.0,70.2,49.3,0.01,32.8,38.2,42.5,48.0,54.4,55,55,56,56,56,56,53,53,51,51,92,6.7,58
2015-05-18,59.2,71.1,48.0,0.0,31.3,36.8,41.0,48.4,54.4,58,58,59,59,57,57,53,54,51,51,94,5.1,51
2015-05-19,60.1,72.0,42.4,0.0,30.1,36.0,39.8,48.4,54.4,59,59,60,60,58,59,54,55,51,51,35,4.3,47
2015-05-20,61.0,74.8,43.5,0.0,28.8,35.1,39.5,48.5,54.5,59,60,60,60,59,59,55,55,51,52,94,4.6,45
2015-05-21,60.6,73.8,46.6,0.0,28.4,35.0,39.1,44.9,54.3,60,60,61,61,59,60,56,56,52,52,101,3.6,51
2015-05-22,60.4,74.7,48.6,0.07,28.3,34.9,38.8,42.9,54.5,59,59,60,60,59,60,56,56,52,52,19,4.1,56
2015-05-23,58.8,70.3,47.3,0.18,30.1,35.5,38.4,42.6,54.3,60,60,60,61,59,60,56,56,53,53,306,6.1,59
2015-05-24,59.2,72.3,45.1,0.0,28.1,34.9,38.7,42.6,54.4,60,61,62,62,60,60,56,57,53,53,286,3.2,56
2015-05-25,56.5,66.7,48.9,0.0,27.0,34.5,38.1,42.1,54.4,59,59,60,60,60,60,57,57,53,53,297,3.9,56
2015-05-26,54.1,64.2,42.1,0.1,27.2,34.4,38.1,42.2,54.4,56,56,58,58,58,59,57,57,53,53,342,2.7,59
2015-05-27,56.5,72.1,39.0,0.05,26.8,34.5,37.8,41.6,54.4,59,59,60,60,59,59,56,57,53,54,100,4.1,56
2015-05-28,62.2,75.9,49.6,0.0,25.4,33.5,37.5,41.7,54.4,61,61,62,62,60,61,57,57,54,54,104,5.3,59
2015-05-29,67.8,81.0,54.3,0.0,22.9,32.4,36.6,41.0,54.9,64,64,64,64,62,62,57,58,54,54,114,5.9,51
2015-05-30,67.6,79.0,56.1,0.01,20.6,31.5,36.4,41.0,54.5,63,63,64,64,62,63,58,58,54,54,127,5.6,48
2015-05-31,68.7,79.2,57.7,0.06,20.3,30.8,35.8,40.5,55.0,64,64,65,65,63,63,59,59,54,54,66,4.3,47
2015-06-01,62.6,76.1,54.7,0.22,25.0,32.1,35.4,40.0,54.6,61,61,62,62,62,62,59,60,55,55,113,6.0,64
2015-06-02,56.5,65.8,48.0,0.03,23.9,32.4,35.9,40.6,54.0,58,58,59,59,60,60,59,59,55,55,222,8.0,63
2015-06-03,54.0,65.8,41.7,0.0,23.2,31.9,35.6,40.3,53.8,57,58,59,59,60,60,58,58,55,55,278,2.7,54
2015-06-04,56.1,70.5,38.5,0.0,22.5,31.4,35.6,39.8,54.0,60,60,62,62,61,61,58,58,55,55,355,2.9,46
2015-06-05,60.6,75.9,41.2,0.0,21.9,30.9,35.4,39.8,54.9,62,62,64,64,63,63,58,59,55,55,9,3.1,42
2015-06-06,64.4,81.3,43.2,0.0,21.6,30.8,35.5,39.6,55.1,64,64,65,65,64,64,59,60,55,55,52,2.5,39
2015-06-07,70.5,87.1,48.7,0.0,21.0,30.5,34.8,39.6,54.9,67,67,68,68,65,66,60,60,56,56,145,3.6,39
2015-06-08,75.4,92.3,56.5,0.0,20.9,30.1,34.8,39.5,54.1,69,69,70,70,67,68,61,61,56,56,137,4.8,42
2015-06-09,70.9,86.4,51.1,0.0,20.3,29.8,34.6,39.6,54.2,66,67,69,68,67,68,62,63,56,57,213,4.1,39
2015-06-10,66.2,82.8,48.2,0.0,19.7,29.2,34.2,40.0,54.2,66,66,68,68,67,67,63,63,57,57,280,3.7,32
2015-06-11,65.8,80.8,46.9,0.0,19.3,28.6,33.9,39.5,55.0,65,66,67,67,67,67,63,63,57,58,250,5.1,31
2015-06-12,61.0,72.5,43.7,0.0,19.0,28.1,33.4,39.5,54.1,62,62,65,64,65,66,63,63,58,58,263,8.7,32
2015-06-13,52.2,69.1,30.4,0.0,18.7,27.8,33.0,39.1,54.8,61,62,64,64,65,65,62,63,58,58,352,2.7,31
2015-06-14,57.2,75.7,33.8,0.0,18.6,27.9,33.1,39.2,54.9,63,63,66,65,65,66,62,62,58,58,30,2.4,32
2015-06-15,61.9,80.1,37.8,0.0,18.4,27.8,32.8,39.2,54.9,64,65,67,67,66,66,62,63,58,58,39,2.8,31
2015-06-16,64.2,83.8,39.6,0.0,18.6,27.5,32.7,38.5,53.7,67,67,69,69,67,67,63,63,58,59,337,2.4,32
2015-06-17,63.9,80.6,46.4,0.0,18.3,27.4,32.4,38.8,54.0,65,66,68,68,67,68,64,64,58,59,310,3.7,30
2015-06-18,66.7,81.9,48.9,0.0,18.0,27.3,32.4,38.8,53.6,67,67,69,69,68,68,64,64,59,59,200,3.8,31
2015-06-19,60.3,72.7,41.2,0.0,17.6,27.1,31.8,39.0,53.1,64,64,67,67,67,67,64,64,59,59,260,6.1,32
2015-06-20,57.0,75.4,38.3,0.0,17.2,26.6,31.9,38.6,51.5,64,64,67,67,67,67,64,64,59,60,260,2.4,32
2015-06-21,61.3,75.7,39.9,0.0,17.5,26.4,31.6,38.8,51.0,65,65,67,67,67,67,64,64,60,60,46,2.4,30
2015-06-22,61.9,81.1,38.1,0.0,17.5,26.6,31.4,38.3,50.8,66,66,69,68,67,68,64,64,60,60,115,1.7,29
2015-06-23,61.7,78.3,43.0,0.0,17.1,26.0,31.2,38.7,50.5,65,66,68,68,68,68,64,64,60,60,313,3.3,32
2015-06-24,64.9,83.1,43.2,0.0,17.3,26.2,31.3,38.1,49.5,67,67,69,69,68,68,64,65,60,60,144,2.2,32
2015-06-25,66.0,87.3,42.3,0.0,17.3,26.2,31.2,38.1,48.4,69,69,71,71,70,70,65,65,60,60,42,2.1,30
2015-06-26,73.0,93.2,46.4,0.0,17.1,26.4,31.2,38.1,48.4,71,72,73,73,71,72,65,66,60,61,89,2.9,31
2015-06-27,77.2,97.9,49.6,0.0,17.0,26.3,31.2,38.5,47.4,75,75,76,76,73,73,66,67,61,61,96,2.9,29
2015-06-28,83.5,101.8,63.9,0.0,17.0,26.2,31.4,37.9,47.7,77,77,78,78,75,75,68,68,61,61,112,3.9,28
2015-06-29,78.1,90.9,58.3,0.0,16.9,25.8,31.0,37.9,47.5,74,74,76,76,74,75,69,69,62,62,332,3.4,34
2015-06-30,72.3,90.7,52.2,0.0,16.9,25.7,30.8,37.6,47.4,73,74,76,76,75,75,69,69,62,62,322,3.0,33
2015-07-01,71.8,91.6,49.3,0.0,16.3,25.7,30.8,37.8,47.4,73,74,76,76,75,75,69,69,63,63,285,2.6,29
2015-07-02,72.9,93.2,46.9,0.0,16.2,25.7,30.4,36.8,45.9,74,74,76,76,75,75,70,70,63,63,82,2.4,26
2015-07-03,74.1,95.0,49.5,0.0,16.2,25.5,30.7,37.4,46.3,75,75,77,77,76,76,70,70,64,63,220,2.4,25
2015-07-04,73.0,93.0,48.6,0.0,16.2,25.1,30.6,37.1,46.1,75,75,77,77,76,76,70,70,64,64,241,2.9,24
2015-07-05,71.4,90.0,50.2,0.0,15.9,25.0,29.9,36.5,46.6,73,73,76,75,75,75,70,71,64,64,339,4.1,25
2015-07-06,70.3,92.1,44.8,0.0,15.7,24.7,30.4,36.7,45.0,73,74,76,76,75,75,70,70,64,64,127,2.4,27
2015-07-07,72.9,89.8,50.2,0.0,15.3,24.7,29.6,36.6,46.0,74,74,76,76,75,75,70,71,64,65,18,3.0,26
2015-07-08,72.3,91.8,49.8,0.0,15.0,24.6,30.0,36.6,44.9,73,73,76,76,75,75,70,71,65,65,57,2.6,25
2015-07-09,75.6,93.0,48.2,0.0,14.9,24.4,29.6,36.2,44.9,76,76,77,77,76,76,71,71,65,65,122,3.1,24
2015-07-10,72.7,88.3,65.7,0.14,14.6,24.2,29.1,36.4,45.5,71,71,72,72,73,73,71,71,65,65,115,3.8,37
2015-07-11,65.5,72.9,56.8,0.05,14.9,23.6,28.9,36.4,44.4,68,68,70,70,71,71,70,70,65,65,101,2.8,59
2015-07-12,67.6,81.7,54.0,0.0,15.4,24.2,29.0,36.0,44.7,69,70,71,71,71,71,69,69,65,65,186,2.8,47
2015-07-13,67.1,78.6,56.3,0.0,15.1,24.0,28.8,36.2,45.6,69,69,71,71,71,71,69,69,65,65,167,4.5,41
2015-07-14,66.4,83.8,47.8,0.0,15.1,24.2,28.8,35.6,43.9,69,69,71,71,71,72,69,69,65,65,115,3.0,41
2015-07-15,64.2,82.6,45.1,0.0,14.5,23.9,28.4,35.3,43.6,68,69,71,71,71,72,69,69,65,65,268,4.1,31
2015-07-16,62.1,75.4,41.7,0.0,14.4,23.4,28.7,35.4,44.8,66,66,69,69,70,70,69,69,65,65,246,6.5,30
2015-07-17,61.7,81.0,35.4,0.0,14.4,23.4,28.3,35.2,42.8,67,68,70,70,70,70,68,68,65,65,327,4.4,27
2015-07-18,69.1,85.6,46.0,0.0,14.2,23.0,28.0,34.9,43.7,69,69,72,72,71,72,68,68,65,65,119,3.2,25
2015-07-19,70.3,91.6,43.0,0.0,13.7,22.7,28.3,34.9,44.1,71,71,74,74,73,73,69,69,64,65,114,3.0,23
2015-07-20,72.1,89.8,52.2,0.0,13.6,22.4,28.0,34.9,43.0,71,71,73,73,73,73,69,69,65,65,235,5.5,18
2015-07-21,66.7,84.4,45.1,0.0,13.0,21.7,27.5,34.8,43.0,70,70,72,72,72,72,69,69,65,65,261,6.1,16
2015-07-22,63.9,77.4,46.8,0.0,13.0,21.3,27.7,34.0,43.6,69,69,71,71,71,72,69,69,65,65,267,5.7,24
2015-07-23,62.4,81.1,38.3,0.0,12.6,21.1,27.5,34.0,42.9,69,69,71,71,71,71,69,69,65,65,250,4.2,22
2015-07-24,64.9,81.1,43.7,0.0,12.1,21.1,26.9,33.6,42.2,69,69,71,71,71,71,69,69,65,65,250,5.6,22
2015-07-25,67.1,77.5,51.1,0.0,12.3,20.8,26.7,33.9,42.2,69,69,70,70,70,70,69,69,65,65,254,7.3,28
2015-07-26,59.4,70.7,44.8,0.0,11.9,20.1,26.6,33.4,41.5,65,66,68,68,69,69,68,68,65,65,265,6.0,33
2015-07-27,57.2,68.7,43.0,0.0,11.4,20.1,26.2,33.2,41.9,65,65,67,67,68,68,67,67,65,65,256,6.5,33
2015-07-28,60.6,78.4,41.2,0.0,11.3,20.1,25.9,32.6,40.6,66,66,69,69,69,69,67,67,65,65,129,3.6,32
2015-07-29,66.2,87.1,39.9,0.0,11.5,19.8,26.1,32.5,41.2,67,68,70,70,70,70,67,67,64,65,108,3.3,23
2015-07-30,72.3,95.0,42.4,0.0,10.7,19.4,25.7,32.4,40.0,69,70,72,72,71,72,67,68,64,64,103,3.7,18
2015-07-31,75.4,98.8,44.6,0.0,10.5,19.2,25.8,32.0,40.7,71,71,73,73,73,73,68,68,64,65,100,4.0,14
2015-08-01,73.6,97.9,45.7,0.0,9.7,18.8,25.7,32.0,39.4,71,71,74,73,73,73,69,69,65,65,260,3.8,12
2015-08-02,73.0,97.9,44.2,0.0,9.2,18.6,25.4,31.4,38.3,71,72,74,74,73,73,69,69,65,65,107,3.1,11
2015-08-03,70.2,88.0,45.3,0.0,9.6,18.7,25.0,31.3,39.4,71,71,72,72,71,71,69,69,65,65,272,5.5,15
2015-08-04,69.8,86.4,50.4,0.0,9.0,18.1,24.6,30.9,39.8,70,70,72,72,71,72,69,69,65,65,245,4.2,19
2015-08-05,68.7,79.9,57.0,0.0,9.1,18.0,24.3,30.7,38.2,71,71,72,72,71,72,69,69,65,65,253,7.1,19
2015-08-06,61.3,75.4,39.4,0.0,8.5,18.1,24.0,30.7,38.3,67,68,71,70,71,71,69,69,65,65,269,5.1,25
2015-08-07,61.5,84.4,36.5,0.0,8.4,17.6,23.8,30.3,39.0,67,68,71,71,71,71,69,69,65,65,40,2.3,22
2015-08-08,64.8,86.0,39.2,0.0,8.3,17.8,23.8,30.5,38.0,69,69,71,71,71,71,69,69,65,65,260,2.4,19
2015-08-09,68.9,86.4,46.4,0.0,8.5,17.2,23.2,30.2,37.0,70,71,72,72,71,71,69,69,65,65,28,2.6,20
2015-08-10,71.2,91.9,52.0,0.0,8.1,17.2,23.1,29.9,37.5,69,69,71,71,71,71,69,69,65,65,133,4.2,24
2015-08-11,75.7,99.7,47.1,0.0,8.3,17.2,23.2,29.4,37.8,73,73,74,74,72,72,69,69,65,65,71,3.3,22
2015-08-12,80.4,100.0,59.0,0.0,7.4,17.1,23.0,29.5,37.5,72,72,74,74,73,73,69,69,65,65,117,3.3,18
2015-08-13,76.5,100.0,54.5,0.0,7.9,16.9,22.5,29.8,38.0,73,73,74,74,73,73,69,70,65,65,39,1.9,18
2015-08-14,71.8,85.3,56.7,0.0,7.9,16.2,22.6,29.3,38.0,71,71,72,72,72,72,70,70,65,66,263,7.7,25
2015-08-15,61.5,74.5,42.1,0.0,7.8,16.6,22.1,29.4,37.1,66,67,70,69,71,71,69,69,65,66,254,6.4,37
2015-08-16,57.7,78.6,36.9,0.0,7.4,16.3,22.2,29.1,37.4,66,67,69,69,70,70,69,69,65,66,328,3.0,28
2015-08-17,61.9,81.3,40.3,0.0,7.2,16.1,22.1,28.8,37.4,67,67,69,69,70,70,68,68,65,66,359,3.1,24
2015-08-18,65.5,85.6,42.6,0.0,7.2,15.8,21.9,28.2,37.1,68,68,70,70,70,70,68,68,65,65,352,3.5,19
2015-08-19,69.6,87.6,48.9,0.0,7.4,15.9,21.9,28.2,37.8,70,70,71,71,70,71,68,68,65,65,174,5.6,19
2015-08-20,69.4,84.4,49.8,0.0,7.0,15.8,21.6,28.2,37.8,68,68,70,70,70,70,68,68,65,65,220,7.2,17
2015-08-21,63.7,73.8,46.6,0.0,7.4,15.5,21.5,28.4,38.1,66,66,68,68,69,69,67,68,65,65,267,9.8,21
2015-08-22,56.5,76.8,34.5,0.0,7.2,15.4,21.3,28.4,38.1,64,64,67,66,68,68,67,67,65,65,88,2.4,23
2015-08-23,64.6,87.3,38.5,0.0,6.7,15.6,21.3,28.5,38.1,65,65,67,67,67,67,66,67,65,65,99,4.9,20
2015-08-24,65.3,84.7,42.8,0.0,6.7,15.1,21.3,28.5,38.0,66,67,68,68,67,68,66,66,65,65,209,2.2,16
2015-08-25,69.8,86.7,52.2,0.0,6.6,15.4,21.4,28.2,37.8,68,68,70,69,69,69,66,67,65,65,338,3.3,17
2015-08-26,69.8,91.0,51.3,0.0,6.7,14.9,21.3,28.1,38.0,67,67,69,69,69,69,66,67,64,65,141,3.2,17
2015-08-27,68.0,87.1,49.6,0.0,7.0,15.0,21.3,28.6,36.5,68,68,69,69,69,69,67,67,64,65,212,3.7,17
2015-08-28,72.5,80.6,62.8,0.0,7.0,15.0,21.0,28.6,37.4,69,69,69,69,68,68,67,67,64,65,113,7.5,24
2015-08-29,67.3,80.6,53.6,0.11,6.4,14.9,20.9,28.6,38.0,64,64,66,66,67,67,67,67,64,65,103,8.1,35
2015-08-30,57.2,63.3,48.4,0.0,7.2,14.5,21.1,28.2,38.0,60,60,62,61,64,64,65,66,64,65,208,8.9,58
2015-08-31,58.8,72.5,46.9,0.0,7.1,14.7,20.8,28.4,37.4,61,62,64,63,64,64,64,65,64,64,204,4.4,43
2015-09-01,62.2,76.1,45.5,0.0,7.4,14.9,20.6,28.4,37.7,64,64,65,65,65,65,64,64,64,64,246,4.6,34
2015-09-02,57.0,62.6,48.7,0.0,7.3,14.6,20.8,28.4,36.0,59,59,61,60,63,63,64,64,64,64,209,7.7,53
2015-09-03,53.4,63.9,43.7,0.01,7.2,14.5,20.8,28.5,37.7,58,59,61,61,62,62,63,63,64,64,208,5.5,50
2015-09-04,53.8,70.5,31.8,0.0,7.3,14.8,20.8,28.5,37.7,61,61,62,62,62,63,63,63,63,63,101,4.5,44
2015-09-05,47.3,53.1,43.9,0.48,7.3,14.7,20.8,28.3,36.4,54,54,56,56,59,59,62,62,63,63,179,7.3,74
2015-09-06,48.7,59.7,40.1,0.0,8.0,14.9,20.5,28.6,36.7,53,53,56,55,58,58,61,61,63,63,125,5.3,77
2015-09-07,52.3,64.8,42.4,0.0,8.2,15.2,20.8,28.6,36.7,54,54,57,56,58,59,60,60,62,62,116,4.3,70
2015-09-08,57.2,73.8,44.2,0.0,8.9,15.4,20.5,28.7,36.9,56,57,58,58,59,59,60,60,62,62,122,5.6,55
2015-09-09,62.1,78.6,44.6,0.0,9.3,16.3,20.9,28.6,36.9,57,58,60,60,60,61,60,60,61,62,101,5.5,41
2015-09-10,63.9,83.7,42.1,0.0,10.2,16.4,21.0,28.6,37.3,59,60,62,62,62,62,61,61,61,61,82,3.6,32
2015-09-11,64.2,86.9,42.6,0.0,10.2,16.7,20.7,28.8,37.3,60,61,63,63,63,63,61,61,61,61,94,3.2,28
2015-09-12,69.1,90.0,46.9,0.0,10.6,16.8,21.1,28.5,37.3,62,63,64,64,64,65,62,62,61,61,118,4.7,27
2015-09-13,63.3,77.5,45.5,0.0,10.5,16.8,20.7,28.8,36.9,60,60,63,62,64,64,63,63,61,61,244,7.2,28
2015-09-14,55.4,61.7,48.9,0.0,10.8,16.7,20.9,28.7,36.9,59,59,61,60,62,62,62,62,61,61,265,4.7,32
2015-09-15,50.4,58.6,41.7,0.0,10.8,16.4,20.8,28.2,36.9,57,57,59,59,61,61,62,62,61,61,262,6.8,35
2015-09-16,52.5,62.6,42.6,0.0,10.2,16.4,20.9,28.4,36.9,57,57,59,59,60,60,61,61,61,61,122,4.8,34
2015-09-17,51.4,58.6,47.1,0.34,10.2,16.4,20.7,28.6,36.9,55,55,57,57,59,59,61,61,61,61,119,5.1,59
2015-09-18,53.6,68.0,39.6,0.0,10.6,16.7,20.6,28.5,36.9,55,55,57,57,59,59,60,60,61,61,119,3.6,66
2015-09-19,57.7,72.3,39.9,0.0,11.0,16.4,20.6,28.3,37.3,56,57,58,58,59,59,60,60,61,61,143,5.4,54
2015-09-20,65.5,78.3,50.5,0.0,10.8,16.7,20.6,28.3,37.3,59,59,60,60,60,60,60,60,60,60,200,9.8,40
2015-09-21,59.4,71.8,39.2,0.0,11.0,16.7,20.7,28.5,37.3,56,57,59,59,60,61,60,60,60,60,264,5.6,44
2015-09-22,51.3,68.5,36.5,0.0,11.2,16.7,21.1,28.5,37.3,54,54,57,56,59,59,60,60,60,60,359,2.6,42
2015-09-23,51.1,72.3,32.4,0.0,10.8,17.0,21.1,28.3,37.3,53,54,57,56,59,59,59,60,60,60,321,2.7,35
2015-09-24,59.7,81.9,37.2,0.0,10.8,16.6,21.1,28.4,36.8,55,55,57,57,58,59,59,59,60,60,106,5.8,28
2015-09-25,60.3,78.3,40.1,0.0,11.1,16.8,20.8,28.3,37.2,56,57,59,59,60,60,59,59,60,60,98,4.2,29
2015-09-26,51.3,68.0,32.2,0.0,10.8,16.7,20.6,28.3,37.2,53,53,57,56,59,59,59,60,60,60,284,6.5,34
2015-09-27,43.9,66.0,25.7,0.0,10.7,16.6,20.7,28.4,37.5,51,52,55,55,57,58,59,59,60,60,358,2.4,34
2015-09-28,48.9,73.2,25.3,0.0,10.4,16.6,20.8,28.5,37.5,52,53,55,55,57,57,58,58,60,60,100,2.9,29
2015-09-29,55.4,79.5,32.9,0.0,10.9,16.8,20.8,28.5,37.0,55,55,57,57,58,58,58,58,59,59,85,3.3,25
2015-09-30,59.2,81.3,36.7,0.0,10.9,16.8,20.9,28.4,36.7,57,58,59,59,58,59,58,58,59,59,55,3.4,24
2015-10-01,59.7,77.2,39.9,0.0,10.6,16.7,20.8,28.4,37.4,56,56,58,58,59,59,58,59,59,59,83,2.7,29
2015-10-02,56.3,69.6,37.2,0.0,10.6,16.5,20.8,28.4,37.4,57,58,58,58,58,59,58,59,59,59,286,6.1,32
2015-10-03,56.5,72.3,46.8,0.03,10.6,16.7,20.9,28.4,37.4,56,56,58,58,58,59,58,59,59,59,27,5.2,39
2015-10-04,53.6,70.7,33.6,0.0,10.0,16.2,20.9,28.4,37.0,54,54,57,56,58,58,58,59,59,59,52,3.8,35
2015-10-05,52.2,72.5,32.7,0.0,10.0,16.5,20.8,28.4,37.4,54,54,56,56,58,58,58,58,59,59,106,3.3,33
2015-10-06,58.1,73.9,46.4,0.0,10.0,16.6,20.6,28.4,36.7,57,57,58,58,58,58,58,58,59,59,118,4.6,32
2015-10-07,56.5,64.8,52.0,0.23,10.2,16.5,20.8,28.4,36.6,57,57,57,57,57,58,58,58,58,59,143,3.9,47
2015-10-08,61.5,72.5,53.6,0.0,9.8,16.6,20.9,28.4,37.0,58,58,58,58,58,58,58,58,58,59,99,6.5,66
2015-10-09,63.9,77.5,53.6,0.0,10.0,16.2,20.8,28.4,37.4,57,57,58,58,59,59,58,59,58,59,127,5.9,53
2015-10-10,61.9,77.9,48.0,0.0,10.2,16.4,20.8,28.4,37.0,57,57,58,58,59,59,58,59,58,59,206,8.4,50
2015-10-11,52.5,61.9,43.5,0.0,10.1,16.3,20.4,28.5,37.0,53,53,55,55,57,57,58,58,58,59,248,11.4,51
2015-10-12,56.7,71.1,41.7,0.0,10.0,16.3,20.9,28.5,37.0,54,54,56,56,57,57,58,58,58,59,116,6.2,37
2015-10-13,54.0,70.5,36.9,0.0,10.0,16.0,20.9,28.7,37.0,53,54,56,55,57,57,57,58,58,58,190,4.8,39
2015-10-14,50.7,71.1,35.4,0.0,10.0,16.1,20.9,28.7,37.4,52,53,55,55,56,57,57,57,58,58,82,2.1,42
2015-10-15,52.9,75.4,35.6,0.0,10.0,16.3,20.5,28.0,36.6,53,53,55,55,56,56,57,57,58,58,96,2.8,42
2015-10-16,57.6,80.8,36.9,0.0,10.3,16.2,20.9,28.0,37.7,54,54,56,55,56,57,57,57,58,58,106,3.8,35
2015-10-17,59.0,70.7,48.7,0.0,10.3,16.0,20.9,28.0,37.3,55,55,56,56,56,57,57,57,58,58,88,5.6,31
2015-10-18,54.7,63.0,44.6,0.01,9.7,16.3,20.3,28.0,36.6,56,56,56,56,56,57,57,57,58,58,116,2.5,44
2015-10-19,51.4,60.4,43.9,0.0,10.2,15.9,20.6,28.0,36.6,54,54,55,55,56,56,57,57,58,58,288,3.8,55
2015-10-20,49.1,62.8,32.9,0.0,10.0,16.1,20.6,28.0,36.6,50,51,53,53,55,56,57,57,58,58,269,4.5,52
2015-10-21,48.2,64.2,38.1,0.0,9.3,16.0,20.7,28.2,36.8,51,51,53,53,54,55,56,56,57,58,105,4.9,53
2015-10-22,45.0,60.3,28.6,0.0,9.6,15.6,20.4,28.3,37.5,48,48,51,51,54,54,56,56,57,57,195,4.1,46
2015-10-23,45.5,59.5,24.8,0.0,9.9,15.7,20.3,28.0,36.8,50,50,51,51,53,53,55,55,57,57,108,5.4,51
2015-10-24,51.8,57.4,45.5,0.0,9.2,15.8,20.4,28.0,36.8,50,50,51,51,52,53,55,55,57,57,99,7.2,49
2015-10-25,53.6,67.8,46.2,0.0,9.3,15.6,20.6,28.2,36.8,51,52,52,52,53,53,54,55,57,57,100,8.2,43
